id,name,area,dazhihui,eastmoney,jinrongjie,jinrongjie_score,tonghuashun
002484,江海股份,SZ,7.8,75.67,32.13,55.17,5.8
002485,希努尔,SZ,6.2,65.23,20.27,66.27,4.9
002486,嘉麟杰,SZ,6.1,58.92,27.53,63.63,4.3
002487,大金重工,SZ,7.2,68.08,42.27,54.54,6.4
002488,金固股份,SZ,6.9,57.13,20.14,52.14,4.5
002489,浙江永强,SZ,7.8,69.27,20.09,52.42,5.6
002490,山东墨龙,SZ,5.9,51.95,20.0,53.12,4.5
002491,通鼎互联,SZ,6.6,58.98,20.69,49.34,4.4
002492,恒基达鑫,SZ,6.0,58.07,20.0,52.07,5.8
002493,荣盛石化,SZ,7.0,71.58,34.46,66.40,6.9
002494,华斯股份,SZ,5.9,56.97,20.04,54.75,4.4
002495,佳隆股份,SZ,5.8,54.67,22.66,61.13,4.1
002496,*ST辉丰,SZ,6.1,51.25,20.5,49.83,4.0
002497,雅化集团,SZ,7.1,66.64,21.85,56.35,5.1
002498,汉缆股份,SZ,7.8,71.23,20.0,71.87,6.5
002499,*ST科林,SZ,6.8,54.66,74.13,64.53,4.9
002500,山西证券,SZ,7.2,69.33,20.18,62.18,5.3
002501,*ST利源,SZ,5.6,44.61,84.31,57.14,3.7
002502,*ST鼎龙,SZ,6.6,58.57,22.67,48.48,4.5
002503,搜于特,SZ,5.7,54.32,20.42,54.77,3.5
002504,弘高创意,SZ,5.2,47.68,66.08,46.91,3.6
002505,大康农业,SZ,5.9,53.54,26.82,50.01,6.3
002506,协鑫集成,SZ,6.3,52.88,20.01,39.40,4.8
002507,涪陵榨菜,SZ,7.4,72.12,20.0,63.40,4.6
002508,老板电器,SZ,7.5,74,73.99,69.90,6.7
002509,天广中茂,SZ,5.3,54.89,20.45,44.43,5.0
002510,天汽模,SZ,5.4,57.57,20.02,50.95,4.1
002511,中顺洁柔,SZ,6.4,72.13,84.25,48.84,5.7
002512,达华智能,SZ,6.2,59.56,22.03,57.95,4.7
002513,*ST蓝丰,SZ,5.0,49.45,21.39,68.47,4.5
002514,宝馨科技,SZ,5.9,59.96,20.0,54.06,3.6
002515,金字火腿,SZ,5.8,61.42,35.61,60.08,5.0
002516,旷达科技,SZ,6.4,60.43,89.13,68.82,5.8
002517,恺英网络,SZ,7.2,55.33,20.01,41.95,4.6
002518,科士达,SZ,7.4,73.1,22.9,54.07,5.2
002519,银河电子,SZ,7.3,62.97,20.31,68.38,5.9
002520,日发精机,SZ,7.1,68.7,87.98,64.93,6.5
002521,齐峰新材,SZ,6.7,63.66,60.67,75.79,5.6
002522,浙江众成,SZ,6.8,71.47,95.73,61.26,6.5
002523,天桥起重,SZ,6.5,65.81,20.07,48.86,5.5
002524,光正集团,SZ,5.4,60.28,21.26,55.34,4.2
002526,山东矿机,SZ,7.4,70.76,20.0,58.99,6.1
002527,新时达,SZ,6.4,63.85,25.46,67.39,4.5
002528,英飞拓,SZ,5.6,61.3,20.15,48.80,4.8
002529,*ST海源,SZ,6.3,51.86,93.84,48.32,3.5
002530,金财互联,SZ,6.6,59.02,31.71,63.89,4.5
002531,天顺风能,SZ,7.5,74.99,55.44,71.41,6.8
002532,新界泵业,SZ,6.4,64.85,92.43,62.89,4.3
002533,金杯电工,SZ,5.5,64.3,20.0,64.78,5.1
002534,杭锅股份,SZ,7.4,71.13,89.06,60.62,7.0
002535,*ST林重,SZ,5.7,40.88,20.19,59.75,4.3
002536,飞龙股份,SZ,6.9,62.14,20.01,65.72,5.6
002537,海联金汇,SZ,6.6,59.63,20.32,54.24,4.1
002538,司尔特,SZ,6.5,71.04,99.83,61.88,6.2
002539,云图控股,SZ,6.7,68.93,20.0,65.43,6.4
002540,亚太科技,SZ,6.8,71.03,22.01,69.01,5.2
002541,鸿路钢构,SZ,5.9,66.27,77.85,56.45,5.5
002542,中化岩土,SZ,6.3,59.81,21.77,67.34,4.5
002543,万和电气,SZ,6.6,72.12,20.23,69.71,6.2
002544,杰赛科技,SZ,6.3,64.35,27.92,59.73,4.4
002545,东方铁塔,SZ,7.2,73.13,69.95,55.39,7.2
002546,新联电子,SZ,6.9,66.43,20.21,57.01,3.9
002547,春兴精工,SZ,6.1,57.89,23.38,57.30,4.6
002548,金新农,SZ,6.3,71.61,50.17,60.91,6.5
002549,凯美特气,SZ,6.5,65.15,92.77,67.80,6.0
002550,千红制药,SZ,5.6,64.44,20.07,56.71,4.2
002551,尚荣医疗,SZ,5.3,50.55,66.63,57.01,3.9
002552,宝鼎科技,SZ,5.9,60.87,20.22,67.28,3.2
002553,南方轴承,SZ,6.7,61.24,20.14,68.66,5.6
002554,惠博普,SZ,6.2,61.01,20.72,56.53,4.7
002555,三七互娱,SZ,7.5,77.74,69.44,50.93,6.3
002556,辉隆股份,SZ,6.6,67.53,21.89,52.38,4.7
002557,洽洽食品,SZ,6.9,73.72,33.5,64.85,5.3
002558,巨人网络,SZ,7.8,69.22,26.34,55.68,6.4
002559,亚威股份,SZ,7.0,62.84,34.35,57.87,4.7
002560,通达股份,SZ,6.4,68.92,79.84,69.23,7.1
002561,徐家汇,SZ,6.3,67.06,41.61,73.12,3.9
002562,兄弟科技,SZ,5.9,65.51,22.63,67.13,5.2
002563,森马服饰,SZ,7.2,72.74,23.26,62.59,5.5
002564,天沃科技,SZ,5.3,52.54,20.24,63.37,3.8
002565,顺灏股份,SZ,6.4,49.64,20.57,45.29,3.4
002566,益盛药业,SZ,5.7,58.09,27.99,67.03,5.0
002567,唐人神,SZ,6.7,68.45,58.41,48.60,6.7
002568,百润股份,SZ,7.1,70.28,85.92,68.37,6.7
002569,*ST步森,SZ,6.6,55.67,95.53,77.02,5.8
002570,贝因美,SZ,6.7,59.86,85.31,51.19,5.0
002571,德力股份,SZ,5.8,52.51,20.06,63.53,4.4
002572,索菲亚,SZ,6.8,72.63,42.12,64.44,6.2
002573,清新环境,SZ,6.9,68.37,20.0,69.20,5.1
002574,明牌珠宝,SZ,7.2,61.09,21.37,74.10,4.4
002575,ST群兴,SZ,6.0,45.8,20.6,53.55,4.3
002576,通达动力,SZ,6.2,63.95,21.7,68.67,4.9
002577,雷柏科技,SZ,7.7,65.72,67.07,61.68,6.0
002578,闽发铝业,SZ,6.5,59.77,23.34,49.86,5.3
002579,中京电子,SZ,7.4,66.56,25.52,47.35,5.5
002580,圣阳股份,SZ,6.3,68.48,37.07,70.75,5.8
002581,未名医药,SZ,5.4,52.3,27.4,56.10,4.3
002582,好想你,SZ,6.7,65.84,24.45,60.42,4.6
002583,海能达,SZ,7.5,70.12,47.97,56.59,6.1
002584,西陇科学,SZ,5.5,58.13,20.17,56.24,4.4
002585,双星新材,SZ,5.9,64.36,57.47,51.08,5.6
002586,*ST围海,SZ,6.2,53.28,20.27,64.41,4.2
002587,奥拓电子,SZ,6.1,62.77,21.88,56.18,3.9
002588,史丹利,SZ,6.1,67.23,20.0,44.85,6.1
002589,瑞康医药,SZ,6.6,58.98,20.17,52.92,4.6
002590,万安科技,SZ,6.7,66.51,21.45,61.95,4.9
002591,恒大高新,SZ,6.2,63.19,25.35,57.67,4.8
002592,八菱科技,SZ,6.0,64.32,21.79,59.10,5.4
002593,日上集团,SZ,6.6,69.87,26.2,56.41,5.7
002594,比亚迪,SZ,7.3,75.84,29.8,61.12,6.5
002595,豪迈科技,SZ,7.5,70.7,51.19,71.92,6.3
002596,海南瑞泽,SZ,7.0,54.47,28.0,49.55,4.6
002597,金禾实业,SZ,7.7,70.89,82.67,40.92,5.9
002598,山东章鼓,SZ,6.8,63.21,23.47,68.11,4.8
002599,盛通股份,SZ,6.1,62.87,23.98,51.34,4.8
002600,领益智造,SZ,7.5,83.91,47.26,69.29,5.8
002601,龙蟒佰利,SZ,7.9,70.72,86.21,50.55,6.8
002602,世纪华通,SZ,7.4,70.58,21.21,48.30,5.6
002603,以岭药业,SZ,6.9,67.2,20.0,51.76,4.4
002605,姚记科技,SZ,6.4,68.15,21.27,51.67,5.1
002606,大连电瓷,SZ,6.2,67.67,71.08,72.99,6.6
002607,中公教育,SZ,6.9,81.71,80.93,53.91,7.2
002608,江苏国信,SZ,7.4,65.06,21.15,62.84,6.0
002609,捷顺科技,SZ,7.0,72.14,43.87,73.66,5.6
002610,爱康科技,SZ,6.4,59.22,26.18,56.51,4.5
002611,东方精工,SZ,7.3,71.66,20.93,48.40,5.6
002612,朗姿股份,SZ,6.2,55.23,20.54,57.06,5.2
002613,北玻股份,SZ,6.3,62.45,20.19,56.22,4.6
002614,奥佳华,SZ,5.9,56.1,29.9,55.68,4.5
002615,哈尔斯,SZ,5.5,54.57,24.08,70.90,3.7
002616,长青集团,SZ,6.9,68.71,26.72,69.63,6.7
002617,露笑科技,SZ,7.0,58.72,56.46,65.13,4.7
002618,丹邦科技,SZ,6.7,54.58,20.6,57.47,4.1
002619,艾格拉斯,SZ,6.3,57.91,22.06,62.70,4.6
002620,瑞和股份,SZ,5.7,54.34,21.92,60.46,4.0
002621,美吉姆,SZ,6.3,57.91,20.9,52.40,4.7
002622,融钰集团,SZ,5.8,62.25,20.03,67.80,4.9
002623,亚玛顿,SZ,8.0,69.17,94.37,62.84,7.1
002624,完美世界,SZ,6.6,69.92,20.6,44.57,5.8
002625,光启技术,SZ,7.4,64.6,93.01,58.80,6.1
002626,金达威,SZ,7.2,68.6,20.99,51.21,5.5
002627,宜昌交运,SZ,6.0,60.03,84.21,66.61,6.0
002628,成都路桥,SZ,6.0,60.37,20.45,56.40,4.9
002629,*ST仁智,SZ,5.3,58.55,20.05,56.61,4.5
002630,华西能源,SZ,5.8,61.78,20.07,60.53,4.4
002631,德尔未来,SZ,6.6,56.92,21.9,55.11,4.7
002632,道明光学,SZ,7.4,79.62,73.21,65.56,7.0
002633,申科股份,SZ,6.2,53.91,20.53,80.58,4.0
002634,棒杰股份,SZ,6.8,70.06,86.06,65.96,6.3
002635,安洁科技,SZ,8.4,70.95,36.38,56.29,5.2
002636,金安国纪,SZ,6.7,67.89,20.09,63.96,5.7
002637,赞宇科技,SZ,5.8,57.9,23.78,36.02,4.3
002638,勤上股份,SZ,5.8,49.88,30.97,36.46,3.8
002639,雪人股份,SZ,6.3,56.48,21.03,59.37,3.7
002640,跨境通,SZ,7.1,64.33,20.08,63.07,4.8
002641,永高股份,SZ,6.2,68.37,20.48,67.64,6.1
002642,*ST荣联,SZ,6.2,52.77,20.07,62.14,4.4
002643,万润股份,SZ,8.1,77,67.24,59.50,7.0
002644,佛慈制药,SZ,4.8,61.3,37.39,53.44,4.4
002645,华宏科技,SZ,6.7,62.49,20.78,71.02,5.3
002646,青青稞酒,SZ,6.1,55.12,97.08,67.14,5.1
002647,仁东控股,SZ,7.3,63.11,21.58,50.80,7.0
002648,卫星石化,SZ,6.8,67.73,24.24,53.71,4.3
002649,博彦科技,SZ,5.8,67.74,20.01,60.19,4.6
002650,加加食品,SZ,6.3,61.18,38.51,38.88,4.8
002651,利君股份,SZ,7.1,68.67,63.83,65.54,6.7
002652,扬子新材,SZ,6.3,59.62,24.81,54.26,4.8
002653,海思科,SZ,5.9,69.89,20.55,51.47,5.3
002654,万润科技,SZ,6.4,63.81,22.67,52.79,4.8
002655,共达电声,SZ,6.7,66.38,30.01,57.03,4.7
002656,ST摩登,SZ,6.5,64.5,21.71,69.75,4.9
002657,中科金财,SZ,6.7,57.92,24.78,59.18,3.6
002658,雪迪龙,SZ,5.8,63.91,21.86,55.08,4.3
002659,凯文教育,SZ,6.6,60.9,51.25,60.92,6.2
002660,茂硕电源,SZ,6.4,66.19,20.88,56.24,5.4
002661,克明面业,SZ,5.7,63.59,40.78,61.45,5.0
002662,京威股份,SZ,7.8,67.59,20.0,76.01,6.5
002663,普邦股份,SZ,6.3,56.03,20.1,49.23,3.3
002664,长鹰信质,SZ,6.8,70.7,23.9,64.18,4.5
002665,首航高科,SZ,6.3,57.29,26.3,53.54,3.8
002666,德联集团,SZ,6.9,75.35,20.17,62.30,5.3
002667,鞍重股份,SZ,6.7,56.17,79.33,71.63,5.3
002668,奥马电器,SZ,5.8,57.15,90.03,63.14,4.3
002669,康达新材,SZ,7.0,73.31,20.68,75.84,5.0
002670,国盛金控,SZ,6.6,62.99,20.28,69.21,4.2
002671,龙泉股份,SZ,5.2,55.41,58.65,48.01,3.9
002672,东江环保,SZ,7.2,70.85,74.07,53.24,6.7
002673,西部证券,SZ,7.3,69.87,26.69,56.59,4.8
002674,兴业科技,SZ,5.9,54.96,20.0,51.67,4.3
002675,东诚药业,SZ,6.7,65.64,38.03,53.69,6.4
002676,顺威股份,SZ,5.6,56.43,93.93,47.28,4.8
002677,浙江美大,SZ,7.0,71.34,21.0,62.72,4.8
002678,珠江钢琴,SZ,6.9,64.95,20.0,49.85,6.6
002679,福建金森,SZ,4.5,56.13,20.22,46.86,4.9
002681,*ST奋达,SZ,7.1,60.44,20.02,51.24,4.1
002682,龙洲股份,SZ,5.7,60.43,20.0,64.37,4.1
002683,宏大爆破,SZ,7.3,72.64,96.8,58.17,6.5
002684,*ST猛狮,SZ,6.2,54.45,47.95,60.39,4.6
002685,华东重机,SZ,6.1,63.12,20.28,51.82,5.2
002686,亿利达,SZ,5.9,56.32,20.0,67.28,4.6
002687,乔治白,SZ,5.5,64.16,20.82,67.71,4.8
002688,金河生物,SZ,6.2,67.37,26.46,59.99,4.5
002689,远大智能,SZ,6.0,54.01,23.38,65.65,4.0
002690,美亚光电,SZ,7.1,69.89,36.56,56.72,6.3
002691,冀凯股份,SZ,6.3,56.35,23.4,57.49,4.8
002692,ST远程,SZ,5.8,54.58,20.54,74.36,3.9
002693,双成药业,SZ,4.8,52.08,20.59,64.87,4.6
002694,顾地科技,SZ,6.0,59.31,20.0,69.10,4.2
002695,煌上煌,SZ,6.2,65.68,20.15,56.41,4.5
002696,百洋股份,SZ,5.6,48.77,20.87,44.49,4.1
002697,红旗连锁,SZ,6.5,69.86,20.84,47.80,5.0
002698,博实股份,SZ,7.2,75.1,39.74,61.81,7.0
002699,美盛文化,SZ,6.2,57.51,20.42,67.20,3.8
002700,ST浩源,SZ,6.4,56.58,21.6,61.09,4.2
002701,奥瑞金,SZ,7.0,64.78,20.39,64.62,5.0
002702,海欣食品,SZ,6.1,60.59,83.81,57.73,6.3
002703,浙江世宝,SZ,6.9,61.1,20.18,70.63,5.2
002705,新宝股份,SZ,7.3,73.28,35.35,55.94,6.9
002706,良信电器,SZ,6.9,75.3,75.43,71.95,6.3
002707,众信旅游,SZ,7.1,66.88,74.48,63.13,6.3
002708,光洋股份,SZ,5.5,58.06,21.32,76.15,4.1
002709,天赐材料,SZ,7.8,72.91,86.02,55.17,6.3
002711,*ST欧浦,SZ,6.4,0.001,21.48,51.28,4.6
002712,思美传媒,SZ,6.8,60.84,89.65,66.26,5.9
002713,东易日盛,SZ,6.2,58,21.88,61.13,5.0
002714,牧原股份,SZ,7.7,74.61,99.5,47.87,6.2
002715,登云股份,SZ,7.0,59.08,53.97,59.41,5.9
002716,*ST金贵,SZ,5.1,42.79,20.19,43.84,3.6
002717,岭南股份,SZ,5.2,58.67,20.19,62.24,3.6
002718,友邦吊顶,SZ,6.0,55.32,21.18,44.18,3.9
002719,*ST麦趣,SZ,5.2,52.45,27.67,57.49,4.2
002721,金一文化,SZ,6.1,62.67,20.35,48.81,4.3
002722,金轮股份,SZ,6.3,64.5,20.53,55.50,4.8
002723,金莱特,SZ,6.2,58.96,20.0,65.43,5.9
002724,海洋王,SZ,7.0,70.65,24.03,66.60,4.8
002725,跃岭股份,SZ,5.4,58.05,20.78,64.04,4.0
002726,龙大肉食,SZ,5.2,69.45,20.0,50.08,6.7
002727,一心堂,SZ,6.2,65.97,20.0,47.90,4.9
002728,特一药业,SZ,5.7,59.67,39.13,59.73,4.0
002729,好利来,SZ,5.9,59.97,21.48,59.13,4.6
002730,电光科技,SZ,6.0,64.16,20.75,65.91,5.4
002731,萃华珠宝,SZ,6.4,60.3,27.69,56.04,4.8
002732,燕塘乳业,SZ,4.8,65.2,39.51,55.72,4.6
002733,雄韬股份,SZ,6.6,66.52,21.28,53.91,4.8
002734,利民股份,SZ,6.7,71.23,26.06,72.63,6.2
002735,王子新材,SZ,6.6,66.92,73.99,70.76,6.0
002736,国信证券,SZ,7.2,75.71,21.68,61.28,5.5
002737,葵花药业,SZ,6.3,73.82,20.91,53.62,5.2
002738,中矿资源,SZ,6.3,64.14,21.55,59.46,5.0
002739,万达电影,SZ,7.6,68.58,91.35,54.08,5.7
002740,爱迪尔,SZ,5.4,42.36,23.17,58.35,4.6
002741,光华科技,SZ,6.3,63.24,21.45,53.74,5.2
002742,三圣股份,SZ,6.3,62.49,59.5,63.59,5.4
002743,富煌钢构,SZ,5.5,56.86,31.85,62.67,4.1
002745,木林森,SZ,6.9,73.48,20.06,49.56,6.0
002746,仙坛股份,SZ,6.5,70.91,31.7,57.35,4.5
002747,埃斯顿,SZ,6.7,70.51,90.73,57.34,5.8
002748,世龙实业,SZ,5.9,57.57,20.05,79.11,4.2
002749,国光股份,SZ,5.6,70.75,64.46,55.62,5.9
002750,龙津药业,SZ,5.4,51.43,20.03,68.83,3.5
002751,易尚展示,SZ,5.1,57.63,20.52,55.26,4.3
002752,昇兴股份,SZ,5.2,53.24,40.54,48.29,5.5
002753,永东股份,SZ,6.4,63.53,20.02,75.31,5.2
002755,奥赛康,SZ,6.1,68.53,20.0,64.58,5.4
002756,永兴材料,SZ,6.8,74.53,23.28,58.47,5.1
002757,南兴股份,SZ,7.1,80.07,96.63,68.63,6.9
002758,华通医药,SZ,5.7,63.16,29.56,75.21,4.9
002759,天际股份,SZ,6.1,56.2,21.22,61.54,4.7
002760,凤形股份,SZ,6.5,67.25,60.13,74.79,4.9
002761,多喜爱,SZ,5.9,66.09,20.05,66.26,5.1
002762,金发拉比,SZ,6.2,58.8,25.5,61.13,4.5
002763,汇洁股份,SZ,5.8,59.16,21.84,75.97,4.2
002765,蓝黛传动,SZ,6.5,54.65,20.36,57.86,4.9
002766,*ST索菱,SZ,6.0,54.28,20.01,55.99,5.8
002767,先锋电子,SZ,6.2,65.11,20.0,60.52,5.3
002768,国恩股份,SZ,5.9,59.76,58.55,51.72,4.2
002769,普路通,SZ,5.5,59.47,20.36,59.54,4.3
002770,科迪乳业,SZ,4.8,48.07,33.38,62.82,3.8
002771,真视通,SZ,5.7,58.6,77.25,66.82,4.4
002772,众兴菌业,SZ,6.5,63.38,27.67,74.55,6.1
002773,康弘药业,SZ,7.4,72.12,20.27,51.47,4.9
002774,快意电梯,SZ,6.1,59.96,21.01,63.32,4.5
002775,文科园林,SZ,6.1,66.93,20.08,72.67,4.3
002776,柏堡龙,SZ,6.1,59.51,20.04,64.39,4.5
002777,久远银海,SZ,7.0,75.04,28.24,66.64,6.4
002778,高科石化,SZ,6.2,56.13,20.09,62.54,4.8
002779,中坚科技,SZ,5.7,52.28,24.07,60.16,4.5
002780,三夫户外,SZ,6.9,57.58,25.13,58.38,4.7
002781,奇信股份,SZ,6.5,60.44,53.59,61.06,4.2
002782,可立克,SZ,6.7,68.94,46.16,74.92,6.5
002783,凯龙股份,SZ,6.2,55.4,27.17,63.33,3.6
002785,万里石,SZ,6.5,64.5,36.65,77.04,5.8
002786,银宝山新,SZ,6.9,72.7,93.11,63.08,6.0
002787,华源控股,SZ,5.9,59.99,67.52,53.79,4.9
002788,鹭燕医药,SZ,6.6,68.24,81.56,56.91,5.8
002789,建艺集团,SZ,5.9,63.87,20.0,65.87,5.3
002790,瑞尔特,SZ,6.2,64.37,80.81,61.63,5.9
002791,坚朗五金,SZ,6.4,71.66,81.37,66.22,6.6
002792,通宇通讯,SZ,6.1,61.69,34.25,62.29,4.7
002793,罗欣药业,SZ,5.7,63.74,24.94,59.73,4.2
002795,永和智控,SZ,7.2,77.05,34.88,54.24,6.7
002796,世嘉科技,SZ,6.6,73.49,20.47,63.79,4.9
002797,第一创业,SZ,7.0,69.2,20.35,50.53,4.7
002798,帝欧家居,SZ,6.5,66.18,69.2,63.30,6.0
002799,环球印务,SZ,6.4,70.98,76.43,54.45,5.7
002800,天顺股份,SZ,6.0,61.91,21.53,68.52,4.4
002801,微光股份,SZ,6.1,70.96,84.92,70.90,6.7
002802,洪汇新材,SZ,6.5,64.83,20.33,72.89,4.9
002803,吉宏股份,SZ,6.3,71.82,38.87,63.66,5.6
002805,丰元股份,SZ,5.3,57.42,20.43,55.78,4.2
002806,华锋股份,SZ,5.7,60.47,20.45,67.16,4.4
002807,江阴银行,SZ,6.2,69.01,20.04,66.91,5.0
002808,恒久科技,SZ,6.2,59.78,21.67,56.54,4.5
002809,红墙股份,SZ,5.9,61.55,20.0,47.37,5.0
002810,山东赫达,SZ,7.0,76.66,65.55,58.92,6.4
002811,郑中设计,SZ,6.4,61.74,94.96,69.19,6.1
002812,恩捷股份,SZ,7.5,78.96,99.78,45.28,6.8
002813,路畅科技,SZ,5.9,54.44,20.01,65.34,4.4
002815,崇达技术,SZ,8.0,73.92,25.77,65.94,6.2
002816,和科达,SZ,6.9,60.12,21.21,64.01,4.3
002817,黄山胶囊,SZ,5.5,58.59,20.08,68.99,5.4
002818,富森美,SZ,7.1,70.89,22.08,71.46,4.4
002819,东方中科,SZ,6.4,68.78,20.3,62.61,5.1
002820,桂发祥,SZ,6.4,61.11,20.67,69.16,4.4
002821,凯莱英,SZ,6.8,70.44,80.2,53.94,6.1
002822,中装建设,SZ,7.0,69.87,87.27,65.71,5.9
002823,凯中精密,SZ,6.3,63.53,21.05,72.03,5.3
002824,和胜股份,SZ,6.3,63.11,91.09,80.91,5.7
002825,纳尔股份,SZ,6.1,59.36,20.04,68.09,4.6
002826,易明医药,SZ,5.5,57.27,20.9,64.27,4.4
002827,高争民爆,SZ,6.2,57.63,28.2,60.72,5.7
002828,贝肯能源,SZ,6.3,68.46,20.3,77.26,5.2
002829,星网宇达,SZ,6.7,72.57,79.65,59.21,7.0
002830,名雕股份,SZ,6.5,57.81,20.41,77.36,5.0
002831,裕同科技,SZ,7.2,78.14,36.06,68.25,6.7
002832,比音勒芬,SZ,7.1,75.54,93.98,66.33,6.4
002833,弘亚数控,SZ,7.0,71.27,74.12,70.87,6.8
002835,同为股份,SZ,6.2,69.57,37.0,71.38,5.9
002836,新宏泽,SZ,6.3,53.02,20.67,60.74,3.8
002837,英维克,SZ,6.3,75.03,59.33,76.29,6.8
002838,道恩股份,SZ,6.0,63.14,20.06,60.55,4.4
002839,张家港行,SZ,6.1,67.14,20.55,63.56,5.1
002840,华统股份,SZ,6.7,76.11,20.0,61.10,6.8
002841,视源股份,SZ,6.4,72.29,25.08,64.93,5.4
002842,翔鹭钨业,SZ,6.4,68.82,20.01,73.38,4.8
002843,泰嘉股份,SZ,6.0,59.4,20.78,58.91,4.7
002845,同兴达,SZ,6.6,69.52,20.24,54.42,4.5
002846,英联股份,SZ,5.2,56.84,21.9,48.68,4.8
002847,盐津铺子,SZ,6.6,70.01,29.33,59.64,7.3
002848,高斯贝尔,SZ,6.4,61.69,20.0,69.35,5.4
002849,威星智能,SZ,5.7,69.71,21.78,76.67,5.8
002850,科达利,SZ,6.9,77.4,60.44,60.19,6.4
002851,麦格米特,SZ,7.0,73.73,20.4,68.21,5.3
002852,道道全,SZ,6.1,60.11,20.21,57.50,4.9
002853,皮阿诺,SZ,6.4,69,20.08,78.46,5.3
002855,捷荣技术,SZ,5.8,61.53,25.14,55.79,4.9
002856,美芝股份,SZ,6.8,60.35,20.0,77.36,6.2
002857,三晖电气,SZ,5.7,66.3,22.46,72.00,5.2
002858,力盛赛车,SZ,6.4,62.26,20.46,69.82,4.5
002859,洁美科技,SZ,7.5,78.1,92.77,68.72,7.0
002860,星帅尔,SZ,6.8,72.68,34.51,67.90,5.4
002861,瀛通通讯,SZ,6.7,67.02,20.08,57.86,4.9
002862,实丰文化,SZ,6.1,67.02,20.19,61.75,5.0
002863,今飞凯达,SZ,6.2,64.43,20.2,69.74,5.2
002864,盘龙药业,SZ,5.5,60.19,37.04,63.91,4.2
002865,钧达股份,SZ,5.4,57.29,22.07,67.69,5.0
002866,传艺科技,SZ,6.6,69.34,81.41,63.03,6.3
002867,周大生,SZ,6.7,73.01,20.07,75.35,6.1
002868,绿康生化,SZ,5.7,58.53,21.33,71.51,4.4
002869,金溢科技,SZ,8.0,80.04,73.77,71.43,6.5
002870,香山股份,SZ,6.8,56.93,48.61,59.67,6.3
002871,伟隆股份,SZ,6.5,59.71,22.21,62.49,3.8
002872,*ST天圣,SZ,5.7,56.49,25.41,63.56,3.7
002873,新天药业,SZ,5.5,55.32,29.21,55.83,3.9
002875,安奈儿,SZ,5.3,56.61,20.17,58.51,4.5
002876,三利谱,SZ,7.4,74.73,83.34,59.38,7.1
002877,智能自控,SZ,6.0,61.91,20.99,54.64,4.7
002878,元隆雅图,SZ,6.2,70.34,23.28,57.85,5.4
002879,长缆科技,SZ,7.1,75.43,34.53,55.62,6.4
002880,卫光生物,SZ,6.1,66.73,20.82,54.90,4.8
002881,美格智能,SZ,6.0,67.99,20.35,72.67,4.3
002882,金龙羽,SZ,5.0,54.68,20.01,52.94,3.5
002883,中设股份,SZ,6.3,61.87,20.0,47.37,6.2
002884,凌霄泵业,SZ,6.8,70.2,96.17,68.16,6.5
002885,京泉华,SZ,6.0,63.02,28.58,72.44,3.6
002886,沃特股份,SZ,6.0,65.32,23.5,62.16,4.5
002887,绿茵生态,SZ,7.2,67.91,22.11,68.53,5.4
002888,惠威科技,SZ,6.4,62.27,83.36,52.09,5.1
002889,东方嘉盛,SZ,5.3,54.16,20.08,65.78,4.5
002890,弘宇股份,SZ,6.3,63.33,48.26,49.52,5.5
002891,中宠股份,SZ,5.6,73.37,41.88,64.25,6.1
002892,科力尔,SZ,7.0,76.67,96.77,69.45,6.1
002893,华通热力,SZ,6.4,62.9,87.79,71.63,5.9
002895,川恒股份,SZ,5.2,59.91,20.18,66.36,4.4
002896,中大力德,SZ,6.3,61.07,20.0,46.94,4.5
002897,意华股份,SZ,7.0,79.65,36.77,61.01,6.4
002898,赛隆药业,SZ,5.1,51.47,22.07,61.42,4.5
002899,英派斯,SZ,6.5,65.72,20.53,71.64,5.0
002900,哈三联,SZ,5.9,60.56,20.33,60.82,4.4
002901,大博医疗,SZ,7.4,76.84,43.96,54.41,6.1
002902,铭普光磁,SZ,5.1,56.61,27.3,70.76,4.1
002903,宇环数控,SZ,6.4,62.25,20.74,65.07,4.3
002905,金逸影视,SZ,5.2,57.76,20.02,69.99,4.8
002906,华阳集团,SZ,6.9,70.48,34.52,56.17,6.5
002907,华森制药,SZ,5.1,58.52,21.51,46.87,3.7
002908,德生科技,SZ,6.0,65.57,64.33,64.23,4.5
002909,集泰股份,SZ,5.9,65.93,20.69,66.44,4.4
002910,庄园牧场,SZ,4.9,49.88,27.43,63.17,4.1
002911,佛燃能源,SZ,7.1,68.9,20.0,66.25,6.8
002912,中新赛克,SZ,7.9,85.51,89.23,48.25,6.3
002913,奥士康,SZ,7.6,79.93,20.0,68.58,6.0
002915,中欣氟材,SZ,6.8,67.93,22.02,69.02,5.8
002916,深南电路,SZ,7.4,83.87,84.48,50.17,6.5
002917,金奥博,SZ,6.6,60.79,21.2,51.49,4.2
002918,蒙娜丽莎,SZ,6.9,78.75,89.86,67.21,6.0
002919,名臣健康,SZ,6.3,58.03,27.0,67.33,4.0
002920,德赛西威,SZ,7.7,80.52,58.43,66.56,6.5
002921,联诚精密,SZ,7.1,70.57,72.89,70.83,6.7
002922,伊戈尔,SZ,6.4,57.36,23.66,71.48,4.6
002923,润都股份,SZ,5.2,60.13,21.11,66.44,4.3
002925,盈趣科技,SZ,8.0,78.72,87.84,55.42,5.9
002926,华西证券,SZ,7.2,72.23,24.43,48.35,4.7
002927,泰永长征,SZ,6.7,68.36,20.46,64.15,4.2
