id,name,area,dazhihui,eastmoney,jinrongjie,jinrongjie_score,tonghuashun
300538,同益股份,SZ,6.9,67.79,20.0,63.64,6.0
300539,横河模具,SZ,5.1,56.91,20.6,66.00,4.5
300540,深冷股份,SZ,6.2,57.92,30.3,73.94,4.8
300541,先进数通,SZ,6.3,71.57,24.05,58.07,5.1
300542,新晨科技,SZ,5.9,67.37,27.71,63.49,5.0
300543,朗科智能,SZ,7.0,72.55,58.86,70.49,6.5
300545,联得装备,SZ,6.9,74.18,20.1,72.25,5.9
300546,雄帝科技,SZ,6.7,70.28,20.1,58.97,4.5
300547,川环科技,SZ,6.5,64.47,30.7,56.34,3.9
300548,博创科技,SZ,7.0,76.01,27.66,54.69,6.4
300549,优德精密,SZ,6.0,61.12,20.18,75.23,4.9
300550,和仁科技,SZ,6.2,62.55,20.95,67.21,4.7
300551,古鳌科技,SZ,5.8,71.46,50.08,69.63,5.8
300552,万集科技,SZ,7.6,76.96,34.29,61.54,6.0
300553,集智股份,SZ,5.6,56.99,21.17,68.21,4.6
300554,三超新材,SZ,7.4,63.94,97.4,65.79,5.6
300555,路通视信,SZ,5.6,53.9,20.15,66.35,3.5
300556,丝路视觉,SZ,5.7,67.29,20.42,55.87,4.5
300557,理工光科,SZ,6.4,65.58,23.86,63.63,5.0
300558,贝达药业,SZ,6.9,73.05,20.0,48.62,6.7
300559,佳发教育,SZ,6.9,70.47,84.05,65.09,6.2
300560,中富通,SZ,5.8,70.47,70.45,68.26,6.3
300561,汇金科技,SZ,7.0,59.14,20.85,54.72,4.2
300562,乐心医疗,SZ,6.1,57.95,23.87,62.26,4.6
300563,神宇股份,SZ,7.0,71.09,20.26,62.95,6.1
300564,筑博设计,SZ,5.4,57.36,20.38,55.29,3.4
300565,科信技术,SZ,6.3,61.31,27.62,69.23,4.8
300566,激智科技,SZ,6.4,70.63,89.1,62.78,6.1
300567,精测电子,SZ,7.7,83.51,88.97,53.02,6.3
300568,星源材质,SZ,6.9,70.55,85.68,53.31,5.8
300569,天能重工,SZ,7.3,66.95,78.18,57.42,5.9
300570,太辰光,SZ,6.3,69.61,25.57,65.01,4.4
300571,平治信息,SZ,5.9,69.39,20.24,51.01,4.9
300572,安车检测,SZ,6.7,71.69,81.47,56.82,6.2
300573,兴齐眼药,SZ,5.4,58.16,21.42,54.88,4.7
300575,中旗股份,SZ,6.7,66.36,20.0,67.12,5.8
300576,容大感光,SZ,7.3,74.01,43.67,58.66,5.9
300577,开润股份,SZ,6.5,70.59,20.48,48.66,5.3
300578,会畅通讯,SZ,6.2,66.85,20.39,68.64,5.6
300579,数字认证,SZ,5.9,72.67,80.65,50.72,4.4
300580,贝斯特,SZ,7.6,71.72,20.0,65.25,6.7
300581,晨曦航空,SZ,6.7,63.39,21.35,69.52,4.7
300582,英飞特,SZ,6.8,69.06,20.04,72.28,4.9
300583,赛托生物,SZ,5.2,51.28,26.98,44.10,4.1
300584,海辰药业,SZ,6.3,68.1,20.24,46.17,4.8
300585,奥联电子,SZ,6.4,58.29,20.17,68.97,5.2
300586,美联新材,SZ,6.1,59.49,91.9,49.27,4.7
300587,天铁股份,SZ,6.6,70.24,69.22,50.61,5.4
300588,熙菱信息,SZ,5.6,57.98,20.22,69.97,4.2
300589,江龙船艇,SZ,5.4,61.37,22.45,65.98,4.0
300590,移为通信,SZ,7.5,79.49,20.31,67.77,5.8
300591,万里马,SZ,5.4,56.79,22.94,59.68,4.2
300592,华凯创意,SZ,6.0,66.1,41.43,65.59,5.2
300593,新雷能,SZ,5.7,63.46,23.83,47.75,4.6
300594,朗进科技,SZ,6.6,60.89,21.16,63.22,3.6
300595,欧普康视,SZ,7.1,75.01,64.5,56.75,5.8
300596,利安隆,SZ,6.9,72.74,20.0,72.52,5.0
300597,吉大通信,SZ,6.3,67.91,34.93,67.27,5.6
300598,诚迈科技,SZ,6.1,69.79,26.22,46.37,4.8
300599,雄塑科技,SZ,6.7,67.77,25.18,68.48,4.9
300600,瑞特股份,SZ,6.7,63.99,20.93,68.50,4.6
300601,康泰生物,SZ,6.9,71.08,86.9,57.22,5.8
300602,飞荣达,SZ,8.0,84.69,98.66,55.81,6.5
300603,立昂技术,SZ,5.8,68.13,22.25,55.81,5.0
300604,长川科技,SZ,6.9,68.2,96.0,67.91,6.0
300605,恒锋信息,SZ,5.8,66.17,20.96,65.28,4.5
300606,金太阳,SZ,5.7,63.91,29.64,65.60,4.9
300607,拓斯达,SZ,6.0,70,23.24,50.75,6.1
300608,思特奇,SZ,5.6,67.77,20.09,63.63,4.8
300609,汇纳科技,SZ,6.4,70.64,22.53,65.35,4.6
300610,晨化股份,SZ,6.6,71.26,21.76,66.27,5.4
300611,美力科技,SZ,5.9,61.38,20.2,52.06,4.7
300612,宣亚国际,SZ,5.7,53.09,20.41,69.28,4.1
300613,富瀚微,SZ,7.5,79,49.47,66.56,6.9
300615,欣天科技,SZ,5.8,62.47,20.49,60.77,5.1
300616,尚品宅配,SZ,6.2,66.94,50.13,63.79,6.0
300617,安靠智电,SZ,6.7,69.29,20.39,57.06,5.8
300618,寒锐钴业,SZ,6.9,72.23,20.04,50.20,4.8
300619,金银河,SZ,5.9,60.07,24.7,56.17,5.1
300620,光库科技,SZ,7.0,68.9,20.16,55.74,6.0
300621,维业股份,SZ,5.8,54.56,20.13,69.91,5.0
300622,博士眼镜,SZ,5.9,57.53,22.97,55.39,4.1
300623,捷捷微电,SZ,7.3,78.57,88.64,65.99,6.8
300624,万兴科技,SZ,6.5,74.84,25.32,52.80,5.4
300625,三雄极光,SZ,6.8,62.04,49.09,55.45,4.3
300626,华瑞股份,SZ,6.6,67.29,77.24,71.42,6.6
300627,华测导航,SZ,7.6,79.22,91.52,61.51,6.7
300628,亿联网络,SZ,8.1,74.25,70.49,46.09,5.5
300629,新劲刚,SZ,6.8,60.7,47.61,68.31,4.9
300630,普利制药,SZ,7.3,71.73,67.78,51.37,6.0
300631,久吾高科,SZ,6.5,66.81,24.8,66.71,5.2
300632,光莆股份,SZ,6.7,63.56,20.43,49.69,5.2
300633,开立医疗,SZ,6.1,65.06,35.49,48.18,5.6
300634,彩讯股份,SZ,6.6,69.45,72.5,61.44,5.3
300635,中达安,SZ,6.1,66.45,35.87,63.20,6.2
300636,同和药业,SZ,5.3,58.66,40.8,43.96,5.2
300637,扬帆新材,SZ,6.0,61.97,22.79,62.58,4.3
300638,广和通,SZ,7.8,78.81,99.46,70.57,7.0
300639,凯普生物,SZ,5.7,67.61,79.06,51.85,4.5
300640,德艺文创,SZ,7.7,72.04,20.0,67.91,6.8
300641,正丹股份,SZ,5.8,67.18,20.26,73.26,4.8
300642,透景生命,SZ,5.9,58.51,31.55,45.52,3.7
300643,万通智控,SZ,5.9,58.16,22.66,53.15,4.9
300644,南京聚隆,SZ,6.0,65,22.23,50.55,4.7
300645,正元智慧,SZ,5.6,60.19,20.02,64.07,4.2
300647,超频三,SZ,6.2,61.36,23.18,66.69,4.1
300648,星云股份,SZ,5.9,57,23.62,71.65,4.7
300649,杭州园林,SZ,5.9,65.24,20.13,60.47,5.0
300650,太龙照明,SZ,5.9,60.41,20.01,61.48,3.7
300651,金陵体育,SZ,5.9,59.46,20.61,65.68,4.6
300652,雷迪克,SZ,6.4,64.09,24.59,72.38,5.2
300653,正海生物,SZ,6.6,69.38,79.92,45.75,5.1
300654,世纪天鸿,SZ,4.9,56.85,25.51,72.48,4.2
300655,晶瑞股份,SZ,6.6,69.39,24.0,55.92,5.6
300656,民德电子,SZ,6.3,61.82,20.17,55.50,4.5
300657,弘信电子,SZ,6.1,64.13,20.08,56.95,4.9
300658,延江股份,SZ,5.7,59.92,20.03,64.55,4.2
300659,中孚信息,SZ,6.6,79.08,24.81,57.46,5.8
300660,江苏雷利,SZ,6.5,74.43,58.27,59.19,4.8
300661,圣邦股份,SZ,7.6,85.83,73.26,71.84,7.1
300662,科锐国际,SZ,6.9,74.19,36.32,72.03,7.2
300663,科蓝软件,SZ,6.8,59.77,81.29,50.88,4.7
300664,鹏鹞环保,SZ,7.4,71.01,91.34,64.68,5.5
300665,飞鹿股份,SZ,5.4,57.11,25.55,56.74,4.2
300666,江丰电子,SZ,7.8,75.61,20.29,56.99,6.2
300667,必创科技,SZ,6.3,66.19,20.13,49.93,4.6
300668,杰恩设计,SZ,6.6,60.26,21.35,68.16,4.5
300669,沪宁股份,SZ,7.0,76.35,22.37,67.19,5.8
300670,大烨智能,SZ,5.6,54.38,20.09,72.15,3.9
300671,富满电子,SZ,6.4,65.9,23.1,65.59,4.9
300672,国科微,SZ,7.0,73.85,48.85,63.09,5.1
300673,佩蒂股份,SZ,6.0,66.48,55.3,64.32,6.3
300674,宇信科技,SZ,6.3,81.25,42.31,70.51,5.2
300675,建科院,SZ,5.9,58.16,20.75,49.59,5.0
300676,华大基因,SZ,7.0,69.6,29.96,49.29,5.3
300677,英科医疗,SZ,6.9,68.27,68.18,79.92,5.9
300678,中科信息,SZ,5.5,60.71,22.2,58.92,4.5
300679,电连技术,SZ,7.9,71.71,21.2,52.06,4.7
300680,隆盛科技,SZ,6.5,54.6,23.56,55.11,4.6
300681,英搏尔,SZ,6.1,64.61,28.34,66.49,4.8
300682,朗新科技,SZ,6.7,79.94,22.97,64.73,5.3
300683,海特生物,SZ,5.3,55.95,29.92,62.33,4.0
300684,中石科技,SZ,7.0,78.39,86.96,60.04,6.2
300685,艾德生物,SZ,6.1,68.61,72.24,56.60,5.2
300686,智动力,SZ,6.7,71.11,21.59,60.69,5.0
300687,赛意信息,SZ,6.6,70.67,24.52,57.67,5.9
300688,创业黑马,SZ,6.8,61.19,38.28,58.52,5.4
300689,澄天伟业,SZ,6.4,62.08,23.08,58.90,4.5
300690,双一科技,SZ,7.4,72.45,39.11,73.39,6.3
300691,联合光电,SZ,5.7,63.01,25.53,57.34,3.6
300692,中环环保,SZ,6.0,65.48,83.13,61.39,4.8
300693,盛弘股份,SZ,6.5,67.93,92.11,67.24,4.7
300694,蠡湖股份,SZ,6.3,66.9,23.65,71.22,5.6
300695,兆丰股份,SZ,6.8,73.06,63.23,77.71,6.0
300696,爱乐达,SZ,6.7,66.67,20.19,62.34,5.5
300697,电工合金,SZ,5.4,57.76,24.82,59.37,3.9
300698,万马科技,SZ,4.9,60.47,71.2,55.24,4.3
300699,光威复材,SZ,7.6,76.52,88.74,67.76,6.4
300700,岱勒新材,SZ,6.6,56.74,20.04,71.45,5.3
300701,森霸传感,SZ,6.8,72.38,97.86,51.53,6.1
300702,天宇股份,SZ,5.2,62.17,20.22,42.90,4.7
300703,创源文化,SZ,4.1,59.91,35.1,61.98,4.2
300705,九典制药,SZ,5.2,62.38,20.23,56.91,3.7
300706,阿石创,SZ,6.3,62.35,21.82,48.30,4.7
300707,威唐工业,SZ,6.7,64.89,77.55,60.37,5.5
300708,聚灿光电,SZ,6.3,65.77,21.12,72.60,4.7
300709,精研科技,SZ,7.5,81.9,36.94,52.11,6.1
300710,万隆光电,SZ,5.6,55.9,20.03,62.90,4.3
300711,广哈通信,SZ,5.9,58.22,20.01,64.94,4.0
300712,永福股份,SZ,5.7,63.18,88.51,63.25,5.9
300713,英可瑞,SZ,5.9,58.78,22.41,64.95,4.1
300715,凯伦股份,SZ,6.5,59.83,26.29,68.25,4.9
300716,国立科技,SZ,5.5,56.1,20.05,58.53,4.5
300717,华信新材,SZ,6.5,63.39,20.32,62.44,4.8
300718,长盛轴承,SZ,6.1,62.07,20.04,53.17,4.3
300719,安达维尔,SZ,6.6,65.9,20.74,60.30,3.7
300720,海川智能,SZ,6.2,66.52,49.26,62.31,5.6
300721,怡达股份,SZ,5.7,58.54,20.34,57.52,4.4
300722,新余国科,SZ,6.3,57.34,22.84,55.33,3.6
300723,一品红,SZ,5.8,60.8,22.26,70.02,4.5
300724,捷佳伟创,SZ,7.6,75.98,76.69,61.86,6.7
300725,药石科技,SZ,7.8,72.15,20.06,52.53,5.3
300726,宏达电子,SZ,7.4,73.99,20.47,66.25,4.4
300727,润禾材料,SZ,6.9,66.35,22.16,49.60,5.1
300729,乐歌股份,SZ,6.4,70.28,21.1,65.95,5.5
300730,科创信息,SZ,6.1,62.58,24.73,60.37,3.7
300731,科创新源,SZ,7.2,66.07,71.37,69.02,6.1
300732,设研院,SZ,6.2,65.47,20.74,62.47,4.7
300733,西菱动力,SZ,5.9,55.86,22.32,66.54,3.9
300735,光弘科技,SZ,7.4,72.56,26.03,50.99,5.1
300736,百邦科技,SZ,6.3,53.2,27.52,66.82,3.5
300737,科顺股份,SZ,6.3,63.45,20.0,59.60,5.6
300738,奥飞数据,SZ,6.7,75.02,67.26,75.86,6.5
300739,明阳电路,SZ,8.3,69.55,30.8,61.57,5.8
300740,御家汇,SZ,6.7,65.54,42.54,56.77,5.9
300741,华宝股份,SZ,5.8,63.59,70.74,66.77,4.6
300742,越博动力,SZ,6.4,57.71,34.7,70.52,4.9
300743,天地数码,SZ,5.6,60.47,23.05,69.23,4.5
300745,欣锐科技,SZ,5.8,52.75,21.53,55.94,3.7
300746,汉嘉设计,SZ,7.0,70.56,22.22,62.90,6.1
300747,锐科激光,SZ,7.2,69.96,57.5,52.14,5.7
300748,金力永磁,SZ,6.8,75.44,21.1,53.71,5.7
300749,顶固集创,SZ,5.1,59.09,22.0,65.39,4.2
300750,宁德时代,SZ,7.4,81.27,91.71,44.47,6.7
300751,迈为股份,SZ,7.7,80.15,69.91,73.61,6.7
300752,隆利科技,SZ,6.8,60.79,20.94,63.90,5.3
300753,爱朋医疗,SZ,5.8,62.35,20.47,55.23,3.9
300755,华致酒行,SZ,6.1,75.24,56.21,64.91,6.5
300756,中山金马,SZ,6.4,63.66,20.59,61.89,4.7
300757,罗博特科,SZ,5.4,57.41,22.49,60.36,4.0
300758,七彩化学,SZ,6.5,67.66,20.0,49.04,5.3
300759,康龙化成,SZ,5.6,72.46,61.4,70.98,5.3
300760,迈瑞医疗,SZ,7.1,78.42,68.09,43.92,5.1
300761,立华股份,SZ,5.6,61.01,22.48,48.40,4.9
300762,上海瀚讯,SZ,7.5,71.05,21.3,59.42,5.7
300763,锦浪科技,SZ,7.8,81.98,24.3,61.92,6.7
300765,新诺威,SZ,5.6,56.73,25.14,65.35,4.0
300766,每日互动,SZ,6.5,66.09,20.4,68.24,5.6
300767,震安科技,SZ,7.2,68.17,91.55,58.70,6.0
300768,迪普科技,SZ,6.8,79.07,77.21,77.97,6.4
300769,德方纳米,SZ,6.9,75.24,82.03,56.37,6.3
300770,新媒股份,SZ,6.7,68.71,21.8,65.07,5.3
300771,智莱科技,SZ,6.6,72.93,23.81,64.48,5.9
300772,运达股份,SZ,6.4,60.5,23.09,71.32,4.8
300773,拉卡拉,SZ,6.9,75.5,30.18,53.78,5.2
300775,三角防务,SZ,5.9,60.19,28.65,50.45,3.6
300776,帝尔激光,SZ,7.5,75.8,90.63,58.74,6.0
300777,中简科技,SZ,6.7,60.18,35.91,60.94,4.5
300778,新城市,SZ,5.5,59.8,61.48,64.42,4.0
300779,惠城环保,SZ,6.4,61.93,23.01,66.42,3.7
300780,德恩精工,SZ,7.1,66.5,79.72,61.66,5.7
300781,因赛集团,SZ,7.1,66.52,65.2,60.66,5.9
300782,卓胜微,SZ,7.8,86.82,75.5,58.17,7.1
300783,三只松鼠,SZ,6.5,68.54,61.1,69.64,5.2
300785,值得买,SZ,6.8,74.66,78.8,64.31,6.4
300786,国林科技,SZ,6.1,64.61,20.29,63.53,4.6
300787,海能实业,SZ,7.1,71.79,20.16,53.51,5.3
300788,中信出版,SZ,6.5,70.06,54.31,70.94,6.2
300789,唐源电气,SZ,6.6,61.66,45.5,54.04,4.2
300790,宇瞳光学,SZ,6.8,71.15,78.99,58.04,5.8
300791,仙乐健康,SZ,6.0,65.53,26.94,51.11,4.7
300792,壹网壹创,SZ,5.4,70.52,29.58,52.90,5.2
300793,佳禾智能,SZ,7.9,79.84,20.0,62.93,5.8
300795,米奥会展,SZ,6.0,63.79,21.93,50.99,4.4
300796,贝斯美,SZ,4.5,58.72,20.99,49.92,3.7
300797,钢研纳克,SZ,6.4,63.45,20.22,72.27,3.9
300798,锦鸡股份,SZ,6.8,65.36,32.0,72.11,4.7
300799,左江科技,SZ,6.1,63.7,20.0,51.20,4.1
300800,力合科技,SZ,6.6,72.11,21.29,63.03,5.4
300801,泰和科技,SZ,6.0,61.65,27.69,40.00,4.4
300802,矩子科技,SZ,7.3,75.69,79.07,62.00,5.8
300803,指南针,SZ,6.7,71.05,31.63,60.33,4.5
300805,电声股份,SZ,5.8,63.23,20.58,67.43,4.3
300806,斯迪克,SZ,5.4,62.67,20.35,56.03,4.8
300807,天迈科技,SZ,6.0,60.58,20.76,66.49,3.8
300808,久量股份,SZ,6.9,61.79,88.96,56.33,5.2
300809,华辰装备,SZ,6.0,61.94,22.27,60.47,4.1
300810,中科海讯,SZ,6.3,58.52,20.87,61.55,3.7
300811,铂科新材,SZ,6.6,61.27,20.75,45.52,4.7
300812,易天股份,SZ,6.0,70.64,20.92,50.91,4.9
300813,泰林生物,SZ,7.2,64.4,36.97,34.07,5.4
300815,玉禾田,SZ,6.1,68.32,100.0,28.14,5.1
300816,艾可蓝,SZ,7.6,33.72,56.52,34.46,5.8
300817,双飞股份,SZ,8.0,31.51,20.07,41.65,5.4
300818,耐普矿机,SZ,6.8,29.84,20.41,23.16,4.2
300819,聚杰微纤,SZ,6.8,27.86,20.88,31.79,3.3
300820,英杰电气,SZ,6.1,30.92,23.17,26.05,4.4
300821,东岳硅材,SZ,6.8,33.7,20.02,34.73,5.1
300822,贝仕达克,SZ,6.7,34.12,35.5,35.39,4.4
300823,建科机械,SZ,6.1,30.42,24.38,29.61,4.3
300825,阿尔特,SZ,6.5,32.62,100.0,28.88,4.9
300826,测绘股份,SZ,6.3,30.48,$score.score,28.09,3.8
300827,上能电气,SZ,7.2,30.48,$score.score,31.31,5.4
300828,锐新科技,SZ,7.7,28.63,$score.score,33.94,5.2
300829,金丹科技,SZ,7.6,31.43,$score.score,24.40,5.7
300830,金现代,SZ,7.9,31.73,$score.score,35.12,5.0
300831,派瑞股份,SZ,8.2,29.24,$score.score,33.63,5.1
300832,N新产业,SZ,8.5,33.35,$score.score,32.05,5.2
600000,浦发银行,SH,7.6,71.96,80.09,57.82,6.7
600004,白云机场,SH,7.3,70.72,29.53,64.35,7.0
600006,东风汽车,SH,6.6,68.7,20.09,61.80,4.7
600007,中国国贸,SH,8.2,78.31,50.84,59.92,6.9
600008,首创股份,SH,7.8,72.14,39.59,39.93,6.8
600009,上海机场,SH,7.3,78.43,60.94,65.06,5.6
600010,包钢股份,SH,7.0,62.96,20.15,57.65,4.5
600011,华能国际,SH,6.9,67.82,20.23,55.27,5.7
600012,皖通高速,SH,7.2,60.69,66.58,70.74,6.4
600015,华夏银行,SH,7.8,70.28,20.28,66.21,6.0
600016,民生银行,SH,7.8,70.34,62.29,62.20,6.6
600017,日照港,SH,7.5,69,21.98,57.05,5.1
600018,上港集团,SH,7.5,70.52,23.07,69.01,4.9
600019,宝钢股份,SH,7.2,73.74,20.48,57.44,5.6
600020,中原高速,SH,6.0,58.53,31.28,68.67,5.8
600021,上海电力,SH,7.0,74.3,22.88,61.17,5.4
600022,山东钢铁,SH,6.9,68.97,20.54,66.14,4.8
600023,浙能电力,SH,7.0,73.17,63.93,58.00,5.8
600025,华能水电,SH,6.7,69,20.2,40.55,5.2
600026,中远海能,SH,6.7,66.84,37.35,60.81,5.3
600027,华电国际,SH,7.6,76.16,20.0,53.89,7.1
600028,中国石化,SH,6.3,66.36,21.17,60.11,5.3
600029,南方航空,SH,6.6,67.01,23.37,66.33,6.0
600030,中信证券,SH,7.7,74.59,85.8,57.28,6.0
600031,三一重工,SH,7.0,75.97,70.59,54.48,6.1
600033,福建高速,SH,7.3,69.24,94.19,54.15,5.9
600035,楚天高速,SH,7.2,62.53,76.98,62.55,6.1
600036,招商银行,SH,7.8,78.31,47.95,60.44,6.9
600037,歌华有线,SH,6.8,68.6,20.0,59.49,4.7
600038,中直股份,SH,6.5,71.3,84.54,59.44,6.1
600039,四川路桥,SH,6.9,73.55,20.44,55.75,5.7
600048,保利地产,SH,7.3,69.24,62.74,51.42,6.5
600050,中国联通,SH,7.4,75.83,20.11,60.34,5.6
600051,宁波联合,SH,7.0,76.71,66.84,65.39,6.6
600052,浙江广厦,SH,6.4,55.12,46.37,64.82,4.6
600053,九鼎投资,SH,6.6,62.61,79.19,62.01,6.0
600054,黄山旅游,SH,6.6,66.87,20.19,71.91,5.4
600055,万东医疗,SH,6.3,65.28,71.23,45.58,5.1
600056,中国医药,SH,6.2,63.17,20.38,44.09,4.0
600057,厦门象屿,SH,7.5,74.83,20.0,63.99,6.6
600058,五矿发展,SH,5.9,63.92,20.01,64.57,3.8
600059,古越龙山,SH,6.5,63.52,49.08,52.31,6.0
600060,海信视像,SH,7.5,76.63,75.95,61.35,6.4
600061,国投资本,SH,6.9,73.29,20.01,61.41,5.7
600062,华润双鹤,SH,7.0,71.34,24.1,56.89,5.2
600063,皖维高新,SH,7.1,66.87,20.36,51.37,5.0
600064,南京高科,SH,8.3,70.65,45.07,68.54,6.4
600066,宇通客车,SH,7.0,69,30.42,58.91,6.3
600067,冠城大通,SH,6.8,60.97,21.06,70.44,4.1
600068,葛洲坝,SH,7.3,71.6,25.51,51.99,5.3
600069,*ST银鸽,SH,4.8,47.09,20.76,45.09,3.9
600070,浙江富润,SH,5.1,61.5,21.47,49.43,4.1
600071,凤凰光学,SH,5.1,60.5,21.2,67.20,4.6
600072,中船科技,SH,6.9,59.66,21.24,47.67,3.9
600073,上海梅林,SH,6.3,64.83,82.96,52.62,4.8
600075,新疆天业,SH,6.3,63.4,20.0,54.51,5.6
600076,康欣新材,SH,6.4,64.58,21.64,71.06,5.1
600077,宋都股份,SH,7.8,73.7,59.16,63.48,6.4
600078,澄星股份,SH,6.0,61.52,23.59,64.50,4.1
600079,人福医药,SH,6.8,68.07,20.0,64.15,5.4
600080,金花股份,SH,5.0,50.17,20.84,48.65,4.3
600081,东风科技,SH,6.0,64.15,20.55,64.96,4.8
600082,海泰发展,SH,6.2,56.07,20.0,63.64,4.2
600083,*ST博信,SH,6.2,49.03,96.58,41.88,5.3
600084,ST中葡,SH,6.2,54.4,20.14,63.71,4.0
600085,同仁堂,SH,7.2,71.17,82.31,39.73,5.8
600086,东方金钰,SH,5.8,46.19,20.36,54.06,3.3
600088,中视传媒,SH,6.7,61.31,20.35,59.97,4.7
600089,特变电工,SH,7.0,67.89,24.86,54.04,4.8
600090,同济堂,SH,6.1,60.25,21.64,55.17,4.2
600091,ST明科,SH,5.3,62.69,77.22,59.52,4.9
600093,易见股份,SH,6.4,62.66,80.88,48.65,4.8
600094,大名城,SH,7.9,85.96,91.51,49.31,6.7
600095,哈高科,SH,6.2,59.6,37.7,70.86,4.5
600096,云天化,SH,5.8,56.92,20.83,61.55,4.3
600097,开创国际,SH,6.2,63.98,20.29,64.31,4.8
600098,广州发展,SH,6.6,60.34,30.73,53.61,4.7
600099,林海股份,SH,6.2,59.91,20.0,66.81,4.3
600100,同方股份,SH,6.8,60.81,59.88,49.05,4.4
600101,明星电力,SH,6.5,62.75,22.89,77.93,4.6
600103,青山纸业,SH,5.9,52.74,22.39,50.91,3.9
600104,上汽集团,SH,7.1,78.55,20.37,63.55,6.1
600105,永鼎股份,SH,5.8,54.75,29.42,48.78,4.0
600106,重庆路桥,SH,6.7,66.8,26.94,71.66,5.6
600107,美尔雅,SH,4.9,51.46,20.0,60.45,4.4
600108,亚盛集团,SH,6.5,54.44,20.0,59.45,4.8
600109,国金证券,SH,7.9,76.81,28.92,54.33,6.1
600110,诺德股份,SH,7.1,57.76,20.05,48.08,5.4
600111,北方稀土,SH,7.4,78.47,20.0,52.93,5.3
600112,ST天成,SH,4.9,51.28,20.0,58.03,3.8
600113,浙江东日,SH,7.2,63.25,76.96,61.84,4.5
600114,东睦股份,SH,7.1,74.45,21.17,56.94,6.3
600115,东方航空,SH,6.6,69.57,25.26,68.64,5.8
600116,三峡水利,SH,6.9,66.33,20.27,61.14,4.9
600117,西宁特钢,SH,5.9,58.67,20.71,57.93,4.2
600118,中国卫星,SH,6.9,69.57,29.34,62.16,4.9
600119,ST长投,SH,6.0,62.41,20.06,69.51,4.9
600120,浙江东方,SH,6.1,63.96,62.0,55.85,5.4
600121,郑州煤电,SH,5.8,56.02,20.43,48.00,4.6
600122,*ST宏图,SH,5.4,45.87,20.18,57.60,4.1
600123,兰花科创,SH,6.8,63.63,20.77,70.57,4.2
600125,铁龙物流,SH,7.4,70.81,32.53,70.09,6.8
600126,杭钢股份,SH,7.3,76.27,53.82,50.80,6.1
600127,金健米业,SH,4.2,55.02,20.0,58.12,5.4
600128,弘业股份,SH,5.6,66.64,22.05,67.75,5.4
600129,太极集团,SH,6.1,62.15,77.92,48.45,4.5
600130,波导股份,SH,6.4,60.99,20.16,60.44,4.4
600131,国网信通,SH,6.9,73.17,26.96,58.07,5.9
600132,重庆啤酒,SH,7.0,74.9,41.86,55.57,6.8
600133,东湖高新,SH,6.5,64.3,21.56,57.94,5.2
600135,乐凯胶片,SH,6.3,51.95,21.52,64.28,3.6
600136,当代明诚,SH,6.0,56.62,20.62,54.20,5.0
600137,浪莎股份,SH,6.0,66.29,23.08,60.00,5.1
600138,中青旅,SH,7.4,73.42,75.06,73.13,6.8
600139,西部资源,SH,7.3,59.08,28.52,64.51,4.0
600141,兴发集团,SH,6.4,66.12,20.87,55.71,4.6
600143,金发科技,SH,6.9,71.68,66.23,48.35,6.6
600145,*ST新亿,SH,5.4,0.001,23.99,41.28,5.2
600146,商赢环球,SH,5.3,48.03,20.89,45.75,4.5
600148,长春一东,SH,6.3,69.98,20.0,72.17,4.7
600149,ST坊展,SH,6.1,59.55,61.89,73.53,4.6
600150,中国船舶,SH,6.6,62.34,21.11,55.77,5.1
600151,航天机电,SH,8.0,67.62,20.68,58.89,5.5
600152,维科技术,SH,6.4,62.07,20.59,58.61,4.6
600153,建发股份,SH,7.3,81.09,20.0,58.51,6.9
600155,华创阳安,SH,7.3,69.18,20.61,60.57,5.0
600156,华升股份,SH,6.1,59.92,22.48,57.25,4.3
600157,永泰能源,SH,6.7,63.97,21.37,48.26,5.0
600158,中体产业,SH,7.1,67.34,20.97,59.55,4.9
600159,大龙地产,SH,6.0,61.37,21.13,62.39,4.7
600160,巨化股份,SH,7.1,72.35,20.05,59.69,4.3
600161,天坛生物,SH,7.0,68.08,20.63,42.68,4.6
600162,香江控股,SH,6.6,59.34,20.8,61.26,4.6
600163,中闽能源,SH,6.9,70.92,52.44,66.68,5.8
600165,新日恒力,SH,5.6,53.21,28.07,45.16,3.7
600166,福田汽车,SH,6.4,62.4,20.42,62.26,5.8
600167,联美控股,SH,6.8,81.33,52.92,60.23,7.5
600168,武汉控股,SH,6.4,70.59,40.56,60.97,5.8
600169,太原重工,SH,6.8,54.25,23.0,63.91,3.9
600170,上海建工,SH,6.6,69.85,66.45,53.30,6.8
600171,上海贝岭,SH,7.2,70.29,20.7,51.55,4.8
600172,黄河旋风,SH,7.0,57.57,80.9,65.13,5.7
600173,卧龙地产,SH,6.8,68.73,23.33,78.05,5.6
600175,*ST美都,SH,6.1,46.74,20.08,54.59,4.2
600176,中国巨石,SH,7.5,79.89,90.52,45.59,6.9
600177,雅戈尔,SH,7.8,70.73,44.18,64.62,6.3
600178,东安动力,SH,5.8,61.42,68.18,64.71,4.9
600179,*ST安通,SH,5.3,46.06,23.87,52.28,3.9
600180,瑞茂通,SH,6.8,66.87,20.11,68.06,5.9
600182,S佳通,SH,5.9,62.3,20.08,56.59,5.4
600183,生益科技,SH,8.0,83.65,97.56,53.64,7.5
600184,光电股份,SH,6.4,62.62,20.7,66.12,4.5
