stock_name,stock_id,totalscore,score_tech,score_money,score_news,score_industry,score_basic新媒股份,300770,6.2,6.6,7.1,6.1,1.8,7.0
美都能源,600175,5.2,4.7,4.6,5.6,6.1,5.5
中国巨石,600176,6.7,6.5,7.4,6.3,5.8,7.1
雅戈尔,600177,6.2,5.7,6.7,6.3,6.0,6.6
东安动力,600178,4.9,3.9,5.5,4.8,6.2,5.3
ST安通,600179,6.6,8.6,4.7,5.1,6.5,6.5
瑞茂通,600180,5.5,4.8,5.4,5.6,6.5,6.0
S佳通,600182,4.5,4.4,3.0,5.5,6.3,4.5
生益科技,600183,5.2,4.4,4.1,5.5,5.4,6.6
光电股份,600184,5.6,5.1,7.3,5.5,4.8,5.3
格力地产,600185,7.2,9.0,7.5,5.6,6.5,6.1
*ST莲花,600186,6.0,9.0,3.4,6.3,5.9,4.2
国中水务,600187,4.8,4.8,3.3,5.2,6.8,4.8
兖州煤业,600188,6.1,6.0,5.5,6.1,6.0,6.8
吉林森工,600189,5.8,5.2,6.9,5.7,6.2,5.4
锦州港,600190,5.7,5.7,6.8,5.5,5.1,5.1
华资实业,600191,5.2,5.0,4.4,6.3,6.0,5.0
长城电工,600192,4.2,3.0,3.7,5.7,6.4,4.3
ST创兴,600193,5.0,4.9,4.1,5.5,5.1,5.6
中牧股份,600195,5.5,4.8,5.1,5.6,5.5,6.4
复星医药,600196,5.2,4.2,3.3,5.5,6.4,7.1
伊力特,600197,5.4,5.6,3.5,6.2,6.2,5.8
大唐电信,600198,4.0,3.2,3.1,5.1,4.4,4.9
金种子酒,600199,4.4,3.4,3.9,5.3,6.2,4.8
江苏吴中,600200,4.8,4.9,3.7,5.9,6.0,4.5
生物股份,600201,6.6,8.4,6.5,6.3,5.5,5.3
哈空调,600202,5.8,5.8,4.7,6.6,6.4,5.9
福日电子,600203,5.8,6.4,4.6,5.5,5.0,6.7
有研新材,600206,4.6,4.7,2.6,5.5,5.2,5.4
安彩高科,600207,5.1,5.0,5.0,5.5,6.8,4.4
新湖中宝,600208,5.7,5.5,5.0,5.6,6.5,6.3
ST罗顿,600209,3.7,2.9,3.4,3.3,6.1,4.2
紫江企业,600210,4.5,2.6,4.0,5.5,6.3,5.7
西藏药业,600211,6.7,7.4,6.6,6.3,6.1,6.4
江泉实业,600212,5.4,8.2,2.9,4.8,5.2,4.3
亚星客车,600213,5.3,5.1,4.1,5.5,5.6,6.1
长春经开,600215,5.3,5.8,4.7,5.5,5.7,4.8
浙江医药,600216,5.2,4.9,4.4,5.5,6.0,5.6
中再资环,600217,5.1,5.4,3.2,5.7,5.4,5.8
全柴动力,600218,4.6,4.2,2.0,5.5,6.6,5.9
南山铝业,600219,5.0,4.3,5.1,5.9,5.8,5.1
江苏阳光,600220,4.9,4.2,3.9,5.5,6.5,5.7
海航控股,600221,5.3,5.4,5.0,5.5,6.2,4.8
太龙药业,600222,6.1,7.4,5.7,5.5,6.1,5.3
鲁商发展,600223,6.7,9.0,5.4,5.5,6.5,5.8
天津松江,600225,4.9,5.2,3.3,5.5,6.5,5.0
瀚叶股份,600226,5.2,6.3,2.8,5.9,5.2,5.4
圣济堂,600227,4.9,5.0,4.0,5.4,6.0,4.9
ST昌九,600228,5.9,7.9,4.1,5.1,6.4,5.3
城市传媒,600229,5.6,4.0,6.5,5.5,5.2,7.0
沧州大化,600230,4.4,3.1,2.5,5.5,5.8,6.1
凌钢股份,600231,5.8,5.4,6.5,5.6,5.3,6.2
金鹰股份,600232,5.7,6.9,4.3,5.2,6.3,5.6
圆通速递,600233,6.2,5.2,6.8,5.5,6.5,7.2
*ST山水,600234,5.9,8.2,2.9,5.6,6.1,5.8
民丰特纸,600235,4.5,4.9,3.6,3.3,6.0,5.0
桂冠电力,600236,5.8,4.3,7.6,5.9,6.2,6.0
铜峰电子,600237,4.5,3.8,4.0,5.6,5.4,4.6
ST椰岛,600238,3.9,1.8,4.1,5.5,6.2,4.4
云南城投,600239,4.8,4.5,3.9,5.5,6.5,4.9
*ST华业,600240,5.5,7.3,2.5,5.5,6.5,5.2
时代万恒,600241,4.4,3.3,4.0,5.1,6.4,4.7
中昌数据,600242,4.7,3.9,4.1,5.5,4.2,5.8
青海华鼎,600243,6.1,7.1,6.4,5.5,6.6,4.8
